id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,0,0,6,False,16,Banker,0.5833333333333334,0.9000000000000001,0.6799999999999999,0.74,0.6857142857142857,0.6530612244897958,0.6499999999999999
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,1,1,1,False,27,Banker,0.7666666666666667,0.56,0.21999999999999997,0.41999999999999993,0.9142857142857141,0.857142857142857,0.125
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,1,0,4,True,24,Accountant,0.9,0.24,0.94,0.9199999999999999,0.6285714285714286,0.36734693877551017,0.2250000000000001
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,1,0,4,False,23,Accountant,0.9833333333333333,0.28,0.8400000000000001,0.56,0.0,0.5714285714285712,0.7000000000000002
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,1,0,1,False,15,Government Officer,0.7333333333333333,0.8200000000000001,0.8800000000000001,0.32000000000000006,0.6857142857142857,0.4285714285714284,0.8250000000000002
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,1,0,3,False,25,Stock Investor,0.8666666666666666,0.6200000000000001,0.3600000000000001,0.9199999999999999,0.9857142857142855,0.857142857142857,0.4750000000000001
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,0,0,2,False,32,Software Engineer,0.9166666666666666,0.6799999999999999,0.9000000000000001,0.43999999999999995,0.45714285714285713,0.6122448979591835,0.5750000000000002
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,1,0,3,False,35,Lawyer,0.8333333333333334,0.76,0.8800000000000001,0.98,0.8857142857142857,0.7551020408163263,0.9250000000000003
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,0,0,3,False,3,Artist,0.8833333333333334,1.0,0.74,0.32000000000000006,0.7857142857142856,0.9387755102040816,0.6750000000000003
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,0,0,1,False,28,Designer,0.4833333333333333,0.26,0.76,0.45999999999999996,0.7571428571428571,0.4897959183673468,0.8500000000000001
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,1,0,1,False,3,Game Developer,0.9500000000000001,0.6000000000000001,0.6000000000000001,0.30000000000000004,0.8714285714285714,0.346938775510204,0.6000000000000001
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,0,0,0,False,21,Accountant,0.6,0.43999999999999995,0.6000000000000001,0.8400000000000001,0.1571428571428572,0.8163265306122447,0.4500000000000002
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,1,0,3,False,35,Unknown,0.7500000000000001,0.7,0.8400000000000001,0.72,0.9857142857142855,0.7346938775510203,0.8250000000000002
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,0,0,7,True,35,Software Engineer,0.85,0.74,0.78,0.94,0.8999999999999999,0.7551020408163263,1.0
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,0,0,7,True,14,Accountant,0.7000000000000001,0.9000000000000001,0.8400000000000001,0.24,0.6142857142857143,0.510204081632653,0.8250000000000002
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,0,1,7,False,1,Business Owner,0.31666666666666665,0.1200000000000001,0.74,0.94,0.45714285714285713,0.4897959183673468,0.025000000000000133
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,0,0,9,True,0,Business Owner,0.6333333333333334,0.41999999999999993,0.45999999999999996,0.020000000000000018,0.7142857142857142,0.693877551020408,0.125
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,1,0,2,False,12,Construction Engineer,0.8166666666666668,0.30000000000000004,0.6400000000000001,0.30000000000000004,0.657142857142857,0.9183673469387754,0.050000000000000044
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,0,0,3,False,35,Software Engineer,0.7666666666666667,0.8200000000000001,0.8400000000000001,0.9199999999999999,0.857142857142857,0.9387755102040816,0.75
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,1,0,4,False,2,Artist,0.6,0.8600000000000001,0.30000000000000004,0.9000000000000001,0.657142857142857,0.7755102040816324,0.7000000000000002
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,1,1,2,False,16,Unknown,0.65,0.3600000000000001,0.26,0.43999999999999995,0.7285714285714284,0.346938775510204,0.17500000000000004
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,0,0,3,False,31,Lawyer,0.85,0.9199999999999999,0.54,0.52,0.7142857142857142,0.9591836734693875,0.5
265,James,Miller,james.miller.265@gslingacademy.com,1,0,5,False,4,Business Owner,0.8166666666666668,0.32000000000000006,0.6000000000000001,0.54,0.42857142857142855,0.7755102040816324,0.3500000000000001
266,Adam,Kane,adam.kane.266@gslingacademy.com,1,0,3,False,19,Unknown,0.9500000000000001,0.8800000000000001,0.6200000000000001,0.94,0.7,0.7346938775510203,0.07500000000000018
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,0,0,3,True,15,Banker,1.0,0.72,0.48,0.9199999999999999,0.7142857142857142,0.9999999999999998,0.40000000000000013
268,Whitney,Holmes,whitney.holmes.268@gslingacademy.com,0,0,1,False,30,Doctor,0.9333333333333335,0.3600000000000001,0.74,0.9199999999999999,0.8714285714285714,0.36734693877551017,0.125
269,Rachel,Hamilton,rachel.hamilton.269@gslingacademy.com,0,0,7,False,17,Banker,0.9,0.28,1.0,0.41999999999999993,0.7714285714285714,0.857142857142857,0.9750000000000001
270,Melissa,Marshall,melissa.marshall.270@gslingacademy.com,0,0,2,False,23,Software Engineer,0.9666666666666667,0.3600000000000001,0.6000000000000001,0.5,0.7142857142857142,0.6326530612244896,0.0
271,Jacob,Henderson,jacob.henderson.271@gslingacademy.com,1,0,1,False,3,Business Owner,0.21666666666666667,0.41999999999999993,0.96,0.9000000000000001,0.9142857142857141,0.4285714285714284,0.42500000000000004
272,Melissa,Huerta,melissa.huerta.272@gslingacademy.com,0,0,7,False,4,Business Owner,0.06666666666666665,0.28,0.15999999999999992,0.32000000000000006,0.8142857142857143,0.2448979591836733,0.20000000000000018
273,Kevin,Camacho,kevin.camacho.273@gslingacademy.com,1,0,0,False,25,Unknown,0.7500000000000001,0.40000000000000013,0.45999999999999996,0.9000000000000001,1.0,0.40816326530612224,0.8500000000000001
274,Anthony,Martinez,anthony.martinez.274@gslingacademy.com,1,1,10,False,1,Business Owner,0.18333333333333335,0.8200000000000001,0.3400000000000001,0.5800000000000001,0.39999999999999997,0.04081632653061207,0.375
275,Randy,Rodriguez,randy.rodriguez.275@gslingacademy.com,1,0,1,False,24,Lawyer,0.8333333333333334,0.78,0.6400000000000001,0.48,0.5285714285714285,0.857142857142857,0.5500000000000003
276,Patrick,Vazquez,patrick.vazquez.276@gslingacademy.com,1,0,1,False,15,Software Engineer,1.0,0.8400000000000001,0.8,0.32000000000000006,0.6142857142857143,0.36734693877551017,0.25
277,Kim,Flores,kim.flores.277@gslingacademy.com,0,1,7,False,1,Business Owner,0.9166666666666666,0.45999999999999996,0.21999999999999997,0.8200000000000001,0.7714285714285714,0.857142857142857,0.8500000000000001
278,Robert,Salazar,robert.salazar.278@gslingacademy.com,1,0,1,True,33,Lawyer,0.6,0.6200000000000001,0.9199999999999999,0.48,0.6428571428571428,0.6122448979591835,0.9500000000000002
279,Victoria,Vasquez,victoria.vasquez.279@gslingacademy.com,0,0,1,False,11,Designer,0.5166666666666667,0.96,0.9199999999999999,0.19999999999999996,0.857142857142857,0.5918367346938773,0.30000000000000004
280,Ricardo,Macias,ricardo.macias.280@gslingacademy.com,1,0,3,False,10,Banker,0.9166666666666666,0.19999999999999996,0.74,0.41999999999999993,0.8714285714285714,0.693877551020408,0.9500000000000002
281,Brandi,Bauer,brandi.bauer.281@gslingacademy.com,0,0,7,True,15,Software Engineer,0.8666666666666666,0.76,0.52,0.8600000000000001,0.5571428571428572,0.510204081632653,0.9250000000000003
282,Jorge,Roth,jorge.roth.282@gslingacademy.com,1,0,5,False,34,Scientist,0.7000000000000001,0.9000000000000001,0.9199999999999999,1.0,0.8428571428571427,0.2857142857142856,0.7749999999999999
283,Benjamin,Davis,benjamin.davis.283@gslingacademy.com,1,0,3,False,30,Lawyer,0.7500000000000001,0.8800000000000001,0.6600000000000001,0.52,0.6714285714285713,0.6326530612244896,0.8000000000000003
284,Nancy,Pierce,nancy.pierce.284@gslingacademy.com,0,1,4,True,4,Artist,0.7000000000000001,0.7,0.5,0.8400000000000001,0.657142857142857,0.9183673469387754,0.625
285,Catherine,Weiss,catherine.weiss.285@gslingacademy.com,0,0,2,False,28,Stock Investor,0.9666666666666667,0.54,0.8800000000000001,0.26,0.5571428571428572,0.7755102040816324,1.0
286,Jacob,Perez,jacob.perez.286@gslingacademy.com,1,0,5,True,29,Doctor,0.8833333333333334,0.9199999999999999,0.8800000000000001,0.6799999999999999,0.8714285714285714,0.346938775510204,0.20000000000000018
287,Penny,Zuniga,penny.zuniga.287@gslingacademy.com,0,0,7,True,30,Lawyer,0.7333333333333333,0.94,0.19999999999999996,1.0,0.7571428571428571,0.7755102040816324,0.8500000000000001
288,Anthony,Cox,anthony.cox.288@gslingacademy.com,1,0,4,False,31,Unknown,0.6833333333333335,0.9000000000000001,0.52,0.19999999999999996,0.4428571428571429,0.9795918367346936,0.42500000000000004
289,Angela,Nelson,angela.nelson.289@gslingacademy.com,0,0,8,False,1,Business Owner,0.3666666666666666,0.28,0.6799999999999999,0.3400000000000001,0.6857142857142857,0.020408163265305923,0.050000000000000044
290,Lisa,White,lisa.white.290@gslingacademy.com,0,0,6,False,16,Software Engineer,0.8666666666666666,0.40000000000000013,0.19999999999999996,0.8800000000000001,0.8142857142857143,0.8163265306122447,0.6499999999999999
291,Robin,Parker,robin.parker.291@gslingacademy.com,0,0,2,True,18,Teacher,0.4,0.8600000000000001,0.21999999999999997,0.21999999999999997,0.6285714285714286,0.8979591836734693,0.10000000000000009
292,Cynthia,Shields,cynthia.shields.292@gslingacademy.com,0,1,1,False,4,Game Developer,0.8166666666666668,0.3400000000000001,0.94,0.3400000000000001,0.6428571428571428,0.8979591836734693,0.8250000000000002
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,0,0,8,False,32,Accountant,0.9833333333333333,0.76,0.6799999999999999,0.74,0.08571428571428569,0.9387755102040816,0.6499999999999999
294,Brenda,Nichols,brenda.nichols.294@gslingacademy.com,0,0,2,False,12,Banker,0.9166666666666666,0.6400000000000001,0.8600000000000001,0.98,0.5142857142857142,0.8775510204081631,0.6499999999999999
295,Laura,Rodriguez,laura.rodriguez.295@gslingacademy.com,0,1,6,False,5,Designer,0.5333333333333333,0.8400000000000001,0.3400000000000001,1.0,0.5714285714285714,0.8979591836734693,0.5249999999999999
296,Julie,Carey,julie.carey.296@gslingacademy.com,0,0,2,True,15,Government Officer,0.4666666666666667,0.78,0.3600000000000001,0.8,0.5428571428571429,0.9999999999999998,0.3500000000000001
297,Barbara,Andrews,barbara.andrews.297@gslingacademy.com,0,0,3,False,31,Accountant,0.8666666666666666,0.3800000000000001,0.56,0.3600000000000001,0.5714285714285714,0.6122448979591835,0.3250000000000002
298,Tracy,Johnson,tracy.johnson.298@gslingacademy.com,1,0,2,False,2,Game Developer,0.9500000000000001,0.48,0.94,0.19999999999999996,0.49999999999999994,0.8163265306122447,0.9250000000000003
299,Sarah,Oconnor,sarah.oconnor.299@gslingacademy.com,0,0,1,False,2,Unknown,0.6833333333333335,0.8400000000000001,0.8800000000000001,0.54,0.7714285714285714,0.26530612244897944,0.10000000000000009
300,Joseph,Landry,joseph.landry.300@gslingacademy.com,1,0,3,False,20,Software Engineer,0.7999999999999999,0.19999999999999996,0.6200000000000001,0.7,0.8142857142857143,0.8163265306122447,0.40000000000000013
301,Terry,Chen,terry.chen.301@gslingacademy.com,1,0,1,True,11,Stock Investor,0.6,0.6400000000000001,0.40000000000000013,0.43999999999999995,0.6857142857142857,0.204081632653061,0.5249999999999999
302,Heather,Faulkner,heather.faulkner.302@gslingacademy.com,0,0,10,False,26,Banker,0.6166666666666666,0.24,0.94,0.6400000000000001,0.6285714285714286,0.9795918367346936,0.875
303,Wanda,Baxter,wanda.baxter.303@gslingacademy.com,0,0,3,False,22,Accountant,0.8166666666666668,0.6200000000000001,0.98,0.41999999999999993,0.5285714285714285,0.4897959183673468,0.7250000000000001
304,Amanda,Davis,amanda.davis.304@gslingacademy.com,0,0,1,True,12,Government Officer,0.41666666666666663,0.3800000000000001,0.32000000000000006,0.30000000000000004,0.857142857142857,0.5306122448979591,0.0
305,Gina,Powell,gina.powell.305@gslingacademy.com,0,1,10,False,4,Business Owner,0.7000000000000001,0.10000000000000009,0.52,0.26,0.5714285714285714,0.22448979591836715,0.0
306,Sabrina,Hall,sabrina.hall.306@gslingacademy.com,0,0,3,False,34,Banker,0.6166666666666666,0.19999999999999996,0.21999999999999997,0.8200000000000001,0.45714285714285713,0.5714285714285712,0.7749999999999999
307,Lauren,Miller,lauren.miller.307@gslingacademy.com,0,0,0,False,9,Teacher,0.43333333333333346,0.40000000000000013,0.76,0.40000000000000013,0.45714285714285713,0.40816326530612224,0.375
308,Jessica,Diaz,jessica.diaz.308@gslingacademy.com,0,0,5,False,43,Doctor,0.8333333333333334,0.9199999999999999,1.0,0.74,1.0,0.8163265306122447,0.7250000000000001
309,Ashley,Garcia,ashley.garcia.309@gslingacademy.com,0,0,2,False,1,Real Estate Developer,0.5499999999999999,0.74,0.8,0.9199999999999999,0.4428571428571429,0.22448979591836715,0.40000000000000013
310,Miranda,Johnson,miranda.johnson.310@gslingacademy.com,0,0,2,False,19,Software Engineer,0.8166666666666668,0.28,0.48,0.94,0.9285714285714286,0.5510204081632653,0.7000000000000002
311,Tracy,Johnston,tracy.johnston.311@gslingacademy.com,0,1,4,False,2,Business Owner,0.5333333333333333,0.10000000000000009,0.08000000000000007,0.24,0.6428571428571428,0.5918367346938773,0.9000000000000004
312,Erik,Butler,erik.butler.312@gslingacademy.com,1,0,1,False,34,Scientist,0.7833333333333333,0.8,0.78,0.76,0.8999999999999999,0.7551020408163263,0.25
313,Tiffany,Jones,tiffany.jones.313@gslingacademy.com,0,0,4,True,31,Scientist,0.5833333333333334,0.96,0.9199999999999999,0.7,0.7285714285714284,0.3877551020408161,0.75
314,Brandy,Campbell,brandy.campbell.314@gslingacademy.com,0,0,4,False,11,Teacher,0.6666666666666666,0.7,0.96,0.98,0.8857142857142857,0.40816326530612224,0.9000000000000004
315,Joel,Hicks,joel.hicks.315@gslingacademy.com,1,0,2,False,35,Unknown,0.7500000000000001,0.74,0.74,0.8,0.8714285714285714,0.8367346938775508,0.9750000000000001
316,John,Miller,john.miller.316@gslingacademy.com,1,0,4,False,20,Software Engineer,0.8666666666666666,0.8600000000000001,0.48,0.52,0.7,0.30612244897959173,0.3500000000000001
317,Nancy,Jones,nancy.jones.317@gslingacademy.com,0,1,0,False,22,Unknown,0.3833333333333334,0.19999999999999996,0.8400000000000001,0.76,0.857142857142857,0.36734693877551017,1.0
318,Jody,Mueller,jody.mueller.318@gslingacademy.com,0,0,3,False,2,Game Developer,0.9833333333333333,0.98,0.74,0.6000000000000001,0.8428571428571427,0.5714285714285712,0.6750000000000003
319,Steven,Fox,steven.fox.319@gslingacademy.com,1,0,7,False,1,Business Owner,0.7833333333333333,0.76,0.020000000000000018,0.9199999999999999,0.6714285714285713,0.4285714285714284,0.025000000000000133
320,Taylor,Klein,taylor.klein.320@gslingacademy.com,0,0,4,False,34,Software Engineer,0.7833333333333333,0.6799999999999999,0.24,0.52,0.8428571428571427,0.6734693877551019,0.8250000000000002
321,David,Barron,david.barron.321@gslingacademy.com,1,1,6,False,17,Software Engineer,0.8333333333333334,0.5,0.41999999999999993,0.28,0.9571428571428571,0.7959183673469385,0.7000000000000002
322,Kevin,Thompson,kevin.thompson.322@gslingacademy.com,1,0,6,False,34,Doctor,0.9,0.6600000000000001,0.98,1.0,0.9142857142857141,0.8367346938775508,0.2250000000000001
323,Andrea,Walters,andrea.walters.323@gslingacademy.com,0,1,5,False,25,Unknown,0.7666666666666667,0.52,0.6200000000000001,0.6600000000000001,0.7285714285714284,0.40816326530612224,0.125
324,David,Wright,david.wright.324@gslingacademy.com,1,0,3,False,8,Unknown,0.9333333333333335,0.6200000000000001,0.9000000000000001,0.56,0.7,0.30612244897959173,0.6499999999999999
325,Anthony,Oconnor,anthony.oconnor.325@gslingacademy.com,1,0,3,False,4,Unknown,0.5833333333333334,0.3800000000000001,0.7,0.45999999999999996,0.7,0.8775510204081631,0.3500000000000001
326,Laura,Miller,laura.miller.326@gslingacademy.com,0,0,1,True,26,Lawyer,0.5666666666666668,0.8400000000000001,0.6200000000000001,0.5800000000000001,0.6285714285714286,0.7142857142857142,0.6499999999999999
327,Steven,Barrett,steven.barrett.327@gslingacademy.com,1,0,1,False,13,Writer,0.9333333333333335,0.8200000000000001,0.9199999999999999,0.3800000000000001,0.5714285714285714,0.9999999999999998,0.25
328,Miranda,Ruiz,miranda.ruiz.328@gslingacademy.com,0,0,1,True,4,Government Officer,0.65,0.54,0.24,0.96,0.657142857142857,0.9999999999999998,0.5500000000000003
329,Matthew,Anderson,matthew.anderson.329@gslingacademy.com,1,0,2,False,27,Lawyer,0.5000000000000001,0.76,0.19999999999999996,0.3600000000000001,0.5142857142857142,0.6530612244897958,0.0
330,Kenneth,Flores,kenneth.flores.330@gslingacademy.com,1,0,5,False,32,Unknown,0.65,0.8200000000000001,0.24,0.74,0.7142857142857142,0.30612244897959173,0.8500000000000001
331,Sydney,Johnson,sydney.johnson.331@gslingacademy.com,0,0,1,False,25,Software Engineer,0.85,0.30000000000000004,0.72,0.32000000000000006,0.8285714285714285,0.7142857142857142,0.0
332,Carla,Lewis,carla.lewis.332@gslingacademy.com,0,0,1,False,13,Designer,0.8333333333333334,0.43999999999999995,0.56,0.21999999999999997,0.6857142857142857,0.7755102040816324,0.3500000000000001
333,Jeffrey,Shannon,jeffrey.shannon.333@gslingacademy.com,1,0,1,False,31,Construction Engineer,0.7833333333333333,1.0,0.72,0.19999999999999996,0.7142857142857142,0.5714285714285712,0.9000000000000004
334,Angela,Park,angela.park.334@gslingacademy.com,0,0,3,False,8,Teacher,0.4833333333333333,0.98,0.56,0.7,0.9714285714285713,0.7346938775510203,0.3250000000000002
335,Brandon,Smith,brandon.smith.335@gslingacademy.com,1,1,9,False,0,Business Owner,0.43333333333333346,0.98,0.0,0.24,0.9571428571428571,0.204081632653061,0.6000000000000001
336,Kenneth,Moody,kenneth.moody.336@gslingacademy.com,1,0,7,False,6,Government Officer,0.41666666666666663,0.9000000000000001,0.56,0.30000000000000004,0.6285714285714286,0.3877551020408161,0.07500000000000018
337,Scott,Hughes,scott.hughes.337@gslingacademy.com,1,0,2,False,7,Government Officer,0.7166666666666667,0.6200000000000001,0.76,0.6400000000000001,0.9571428571428571,0.6734693877551019,0.3500000000000001
338,Cody,Jimenez,cody.jimenez.338@gslingacademy.com,1,0,1,False,32,Lawyer,1.0,0.78,0.9000000000000001,0.26,0.5285714285714285,0.857142857142857,0.375
339,Allen,Farmer,allen.farmer.339@gslingacademy.com,1,0,5,True,30,Software Engineer,0.7500000000000001,0.40000000000000013,0.56,0.32000000000000006,0.5571428571428572,0.2448979591836733,1.0
340,James,Young,james.young.340@gslingacademy.com,1,0,9,False,4,Business Owner,0.08333333333333337,0.96,0.9000000000000001,0.32000000000000006,0.7714285714285714,0.6734693877551019,1.0
341,Laura,Dawson,laura.dawson.341@gslingacademy.com,0,0,5,False,15,Government Officer,0.5499999999999999,0.5,0.8800000000000001,0.6400000000000001,0.5857142857142856,0.8163265306122447,0.375
342,Donald,Carson,donald.carson.342@gslingacademy.com,1,0,2,False,2,Game Developer,0.9166666666666666,0.6600000000000001,0.9199999999999999,0.94,0.5999999999999999,0.5510204081632653,0.025000000000000133
343,Wayne,Lane,wayne.lane.343@gslingacademy.com,1,0,8,True,32,Lawyer,0.9333333333333335,0.9000000000000001,0.21999999999999997,0.43999999999999995,0.5857142857142856,0.6734693877551019,0.9000000000000004
344,Robert,Johnson,robert.johnson.344@gslingacademy.com,1,0,2,False,24,Construction Engineer,0.9,0.43999999999999995,0.9199999999999999,0.8600000000000001,0.8999999999999999,0.5918367346938773,0.10000000000000009
345,Melissa,Le,melissa.le.345@gslingacademy.com,0,0,1,False,18,Teacher,0.8666666666666666,0.3800000000000001,0.3800000000000001,0.19999999999999996,0.857142857142857,0.7755102040816324,0.875
346,David,Rice,david.rice.346@gslingacademy.com,1,1,10,False,5,Business Owner,0.2666666666666667,0.040000000000000036,0.52,0.9000000000000001,0.3428571428571428,0.18367346938775508,0.625
347,Dawn,Gomez,dawn.gomez.347@gslingacademy.com,0,1,3,False,24,Banker,0.7500000000000001,0.48,0.30000000000000004,0.52,1.0,0.9183673469387754,0.20000000000000018
348,Ricky,Nichols,ricky.nichols.348@gslingacademy.com,1,0,1,False,16,Designer,0.41666666666666663,0.8,0.3600000000000001,0.98,0.6285714285714286,0.6530612244897958,0.6499999999999999
349,Henry,Pitts,henry.pitts.349@gslingacademy.com,1,0,1,False,15,Writer,0.4,0.6200000000000001,0.9000000000000001,0.74,0.7999999999999998,0.8367346938775508,0.5
350,Christopher,Price,christopher.price.350@gslingacademy.com,1,0,3,False,26,Software Engineer,1.0,0.76,0.8800000000000001,0.3400000000000001,0.45714285714285713,0.3265306122448979,0.9000000000000004
351,Aimee,Adams,aimee.adams.351@gslingacademy.com,0,0,3,False,15,Teacher,0.6,0.28,0.28,0.19999999999999996,0.6428571428571428,0.857142857142857,0.025000000000000133
352,Tammy,Barry,tammy.barry.352@gslingacademy.com,0,0,1,False,5,Game Developer,0.9500000000000001,0.52,0.8200000000000001,0.52,0.8428571428571427,0.204081632653061,0.625
353,Ryan,Hull,ryan.hull.353@gslingacademy.com,1,0,1,True,14,Unknown,0.9166666666666666,0.96,0.96,0.6600000000000001,0.6714285714285713,0.8775510204081631,0.5750000000000002
354,Samuel,Jackson,samuel.jackson.354@gslingacademy.com,1,0,4,False,1,Game Developer,0.7500000000000001,0.28,0.8,0.8800000000000001,0.5428571428571429,0.9591836734693875,0.025000000000000133
355,Joshua,Smith,joshua.smith.355@gslingacademy.com,1,0,5,False,10,Construction Engineer,0.7666666666666667,0.8200000000000001,0.9199999999999999,0.19999999999999996,0.8714285714285714,0.46938775510204067,0.7000000000000002
356,Sydney,Stevenson,sydney.stevenson.356@gslingacademy.com,0,0,6,False,5,Business Owner,1.0,0.15999999999999992,0.15999999999999992,1.0,0.42857142857142855,0.04081632653061207,0.5500000000000003
357,Christopher,Rios,christopher.rios.357@gslingacademy.com,1,0,2,False,26,Unknown,0.41666666666666663,0.54,0.32000000000000006,1.0,0.8285714285714285,0.5510204081632653,0.050000000000000044
358,Brenda,Collins,brenda.collins.358@gslingacademy.com,0,0,2,True,26,Lawyer,0.5166666666666667,0.6200000000000001,0.98,0.48,0.6285714285714286,0.6530612244897958,0.17500000000000004
359,Diana,Griffin,diana.griffin.359@gslingacademy.com,0,0,2,False,14,Government Officer,0.6666666666666666,0.8800000000000001,0.94,0.6600000000000001,0.7714285714285714,0.5510204081632653,0.4750000000000001
360,Gary,Gray,gary.gray.360@gslingacademy.com,1,0,7,True,21,Construction Engineer,0.85,0.52,0.9199999999999999,0.54,0.9857142857142855,0.2857142857142856,0.5750000000000002
361,Kimberly,Torres,kimberly.torres.361@gslingacademy.com,0,0,2,False,32,Software Engineer,0.85,0.74,0.76,0.6400000000000001,0.9285714285714286,0.40816326530612224,0.6750000000000003
362,Jeffrey,Booker,jeffrey.booker.362@gslingacademy.com,1,0,0,False,30,Software Engineer,1.0,0.72,0.6200000000000001,1.0,0.5142857142857142,0.9795918367346936,0.9250000000000003
363,Nicole,Buchanan,nicole.buchanan.363@gslingacademy.com,0,0,3,False,13,Teacher,0.8666666666666666,0.5800000000000001,0.41999999999999993,0.30000000000000004,0.9857142857142855,0.8367346938775508,0.9500000000000002
364,Kristin,Johnson,kristin.johnson.364@gslingacademy.com,0,0,7,False,33,Banker,0.8166666666666668,0.52,0.9000000000000001,0.6600000000000001,0.7714285714285714,0.9387755102040816,0.025000000000000133
365,Emily,Bell,emily.bell.365@gslingacademy.com,0,0,3,False,15,Accountant,0.8833333333333334,0.8400000000000001,0.8400000000000001,0.52,0.2714285714285714,0.8775510204081631,0.375
366,Francis,Nelson,francis.nelson.366@gslingacademy.com,1,0,10,False,33,Unknown,0.6833333333333335,0.28,0.3400000000000001,0.48,0.49999999999999994,0.8979591836734693,0.9000000000000004
367,Tracy,Harris,tracy.harris.367@gslingacademy.com,1,0,2,False,11,Designer,0.5000000000000001,0.45999999999999996,0.40000000000000013,0.3400000000000001,0.9428571428571428,0.7346938775510203,0.7250000000000001
368,Sheila,Sosa,sheila.sosa.368@gslingacademy.com,0,0,2,False,30,Unknown,0.35,0.40000000000000013,0.78,0.94,0.42857142857142855,0.5918367346938773,0.4750000000000001
369,Ashley,Mendez,ashley.mendez.369@gslingacademy.com,0,0,7,False,2,Business Owner,0.3666666666666666,0.06000000000000005,0.56,0.54,0.4142857142857143,0.9183673469387754,0.5
370,Matthew,Griffin,matthew.griffin.370@gslingacademy.com,1,0,3,False,4,Stock Investor,0.7166666666666667,0.21999999999999997,0.5800000000000001,0.98,0.5142857142857142,0.204081632653061,0.40000000000000013
371,Timothy,Mann,timothy.mann.371@gslingacademy.com,1,0,3,False,32,Software Engineer,0.7500000000000001,0.9199999999999999,0.74,0.26,0.5571428571428572,0.3877551020408161,0.5249999999999999
372,Christine,Foster,christine.foster.372@gslingacademy.com,0,1,7,False,0,Business Owner,0.7166666666666667,0.10000000000000009,0.74,0.48,0.6142857142857143,0.5510204081632653,0.025000000000000133
373,Julie,Yates,julie.yates.373@gslingacademy.com,0,0,2,False,4,Business Owner,0.5499999999999999,0.9000000000000001,0.08000000000000007,0.8800000000000001,0.9857142857142855,0.16326530612244894,0.8500000000000001
374,William,Ballard,william.ballard.374@gslingacademy.com,1,1,10,True,0,Business Owner,0.35,0.30000000000000004,0.45999999999999996,0.56,0.6714285714285713,0.9591836734693875,0.9000000000000004
375,Kristen,Adams,kristen.adams.375@gslingacademy.com,0,0,5,True,21,Unknown,0.6166666666666666,0.43999999999999995,0.6200000000000001,0.26,0.5571428571428572,0.46938775510204067,0.5
376,Chelsea,Mitchell,chelsea.mitchell.376@gslingacademy.com,0,0,2,False,29,Writer,0.6166666666666666,0.74,0.30000000000000004,0.8200000000000001,0.5857142857142856,0.8163265306122447,0.75
377,Patrick,Everett,patrick.everett.377@gslingacademy.com,1,0,3,False,32,Unknown,0.9833333333333333,0.8800000000000001,0.8800000000000001,0.24,0.5428571428571429,0.5918367346938773,0.20000000000000018
378,Carla,Parker,carla.parker.378@gslingacademy.com,0,0,7,False,14,Unknown,0.5499999999999999,0.3800000000000001,0.8800000000000001,0.56,0.657142857142857,0.26530612244897944,0.27500000000000013
379,Casey,Galvan,casey.galvan.379@gslingacademy.com,1,0,1,False,25,Lawyer,0.9166666666666666,0.78,0.9199999999999999,0.78,0.42857142857142855,0.9999999999999998,0.8250000000000002
380,Eric,Moran,eric.moran.380@gslingacademy.com,1,0,7,True,4,Unknown,0.9,0.5800000000000001,0.8400000000000001,1.0,0.8999999999999999,0.26530612244897944,0.9500000000000002
381,Tabitha,Hudson,tabitha.hudson.381@gslingacademy.com,0,0,2,True,32,Stock Investor,0.5833333333333334,0.6600000000000001,0.7,0.30000000000000004,0.657142857142857,0.8979591836734693,0.0
382,Lance,Salazar,lance.salazar.382@gslingacademy.com,1,0,2,False,7,Unknown,0.43333333333333346,0.6600000000000001,0.54,0.8200000000000001,0.7714285714285714,0.4897959183673468,0.050000000000000044
